frame_ID,person_ID,head_center_x,head_center_y,head_width,head_height,body_center_x,body_center_y,body_width,body_height,left_shoulder_x,left_shoulder_y,left_shoulder_vec_x,left_shoulder_vec_y,left_upper_arm_length,left_elbow_vec_x,left_elbow_vec_y,left_lower_arm_length,right_shoulder_x,right_shoulder_y,right_shoulder_vec_x,right_shoulder_vec_y,right_upper_arm_length,right_elbow_vec_x,right_elbow_vec_y,right_lower_arm_length,left_hip_x,left_hip_y,left_hip_vec_x,left_hip_vec_y,left_upper_leg_length,left_knee_vec_x,left_knee_vec_y,left_lower_leg_length,right_hip_x,right_hip_y,right_hip_vec_x,right_hip_vec_y,right_upper_leg_length,right_knee_vec_x,right_knee_vec_y,right_lower_leg_length
20,person_00,112.872,130.592,31.65180000000001,29.672999999999988,98.3606,191.263,67.501,76.24000000000001,132.572,152.111,0.6712258983929366,0.7412528538404389,42.21231640173282,-0.9748102023374287,0.22303602717691404,35.092985196474814,65.071,158.005,-0.5970311599909988,0.8022180464186793,42.64551284121227,-0.884170532021198,0.4671642862049192,21.007599017736414,121.791,227.449,-1,-1,0,-1,-1,0,81.7056,230.363,-0.94515308371153,0.3266276907284279,56.936385150095376,-1,-1,0
20,person_01,328.64,93.7442,43.48399999999998,35.04599999999999,340.925,183.9075,94.89300000000003,124.21499999999999,388.867,121.815,0.4314562068317764,0.9021338822959347,49.87064656689344,-0.5334754578922721,0.8458155448007743,31.193562428808928,293.974,121.821,-0.25855526712783566,0.9659964667846636,60.72589498722929,0.8454273491220761,0.534090439304449,34.74692418042205,370.276,246.036,-0.00029682070720947414,0.999999955948733,90.96400400707962,-1,-1,0,309.635,246.014,-0.00012025445756442914,0.9999999927694326,83.15700060127227,-1,-1,0
21,person_00,113.147,130.23,33.7174,29.637,98.3631,191.2585,68.4756,76.245,133.536,152.112,0.6584160556610192,0.7526541686908972,41.575535354340296,-0.9748330347566598,0.22293621138594988,35.09524070297852,65.0604,157.989,-0.5965324875904289,0.8025889304302515,42.649479331405665,-0.8843952314905325,0.46673876474619885,21.009611244380515,121.785,227.45,-1,-1,0,-1,-1,0,81.6909,230.363,-0.9451075665207348,0.3267593727886847,56.92262119755204,-1,-1,0
21,person_01,323.697,93.5899,41.591999999999985,27.34660000000001,340.907,182.441,96.80399999999997,121.298,389.818,121.802,0.4165819869633783,0.9090981509923137,51.610488866121,-0.5988780473424697,0.8008402365086751,34.244033640913266,293.014,122.768,-0.26191436068708696,0.9650911188410525,59.79435399768108,0.8526530744277555,0.5224774968062227,35.496265606398666,371.199,246.015,0.0005110568628738712,0.999999869410433,93.92301226536551,-1,-1,0,309.647,242.124,-0.012033445266984695,0.9999275954762957,85.0961613470314,-1,-1,0
22,person_00,112.536,130.354,32.6246,28.786,98.33,191.252,67.53130000000002,76.25399999999999,132.562,152.111,0.6711613410569579,0.74131130725939,42.22382647273931,-0.9749028651384092,0.2226306437688231,35.102984331820004,65.0307,157.011,-0.5809860838546942,0.813913490714576,42.06589568866922,-0.8760642239310726,0.4821944374918146,22.318797487543993,120.784,228.421,-1,-1,0,-1,-1,0,79.7318,230.349,-0.9411284998528266,0.3380490301195498,55.09555816034538,-1,-1,0
22,person_01,319.476,93.3332,33.584,25.188300000000012,339.959,183.9075,94.90899999999999,124.24099999999999,387.883,121.778,0.44713742703964443,0.89446527117623,52.51629270997717,-0.6250033449913096,0.7806220716516246,37.57259891197306,292.974,122.808,-0.2534244691700281,0.9673551769778717,61.6278295902103,0.8659359049728514,0.5001549844586665,29.350902132643213,370.229,247.017,0.021335177491874587,0.9997723791950798,93.92938028114527,-1,-1,0,309.628,245.049,2.297371806057891e-05,0.9999999997361041,87.05600002297373,-1,-1,0
23,person_00,114.218,130.238,32.6262,28.908000000000015,98.3347,190.7715,67.50180000000002,75.31700000000001,132.544,152.105,0.67143451892798,0.7410638884684317,42.23792372974789,-0.9748542639213423,0.2228433622847626,35.10986335775175,65.0422,156.053,-0.5553045692571759,0.8316470617768708,42.29678864594806,-0.8937396577431121,0.44858602762148597,24.006543532128894,120.815,228.418,-1,-1,0,-1,-1,0,81.6812,230.347,-0.9501378557238479,0.31183017031789645,56.610943007867306,-1,-1,0
23,person_01,315.754,91.687,35.138000000000034,23.368899999999996,339.954,183.439,94.88300000000004,123.21199999999999,387.867,121.798,0.4888011041333645,0.8723952548002561,56.05142821552363,-0.6952753437935631,0.7187434843619401,39.457748998137205,292.984,124.725,-0.27426679165860657,0.961653641907155,56.98101438198515,0.8163884574341523,0.577503148535387,28.766942729459462,371.218,245.056,0.01995634722743698,0.9998008522727603,98.8156789178721,-1,-1,0,312.556,245.056,-0.011153943145227371,0.9999377928412913,87.05441540783558,-1,-1,0
24,person_00,113.132,129.382,27.454300000000003,29.61200000000001,98.3291,191.24599999999998,67.50740000000002,76.314,131.592,152.086,0.6944274981003021,0.7195626796062696,42.21175008217497,-0.9715468617972636,0.23684740938395038,41.271297944212996,64.0846,155.072,-0.5285899954207214,0.848877268361641,42.58801754672315,-0.9018459120471826,0.4320578097011851,22.73769801035277,122.785,226.474,-1,-1,0,-1,-1,0,82.6825,231.368,-1,-1,0,-1,-1,0
24,person_01,307.536,90.9385,18.673000000000002,24.7817,339.959,184.877,93.90499999999997,126.232,386.904,120.845,0.5143977841107157,0.8575517008915472,57.041458782187526,-0.7195910329396444,0.6943981173022113,40.80512215396494,292.999,123.741,-0.25489178201057555,0.9669695855938145,57.68330341615329,0.8143779366335232,0.5803348829120349,25.24749145954903,370.27,249.948,0.04193241595718602,0.9991204494414041,93.00680418657551,-1,-1,0,314.498,248.958,-0.056251763850006055,0.9984166159794032,86.2195186080275,-1,-1,0
25,person_00,112.394,137.8,27.921599999999998,29.365999999999985,98.3229,192.216,67.5009,78.28,131.591,152.078,0.6943648684916037,0.7196231162244845,42.204036134000255,-0.9805430322436418,0.19630425853364555,39.86668480072049,64.0901,154.111,-0.5182365083960164,0.8552373479716059,43.40315596370845,-0.9019511981663205,0.4318379743912511,22.756220116706555,121.786,230.386,-1,-1,0,-1,-1,0,80.7035,232.345,-1,-1,0,-1,-1,0
25,person_01,301.264,90.2169,18.555000000000007,21.9118,339.949,184.8765,92.96099999999996,126.22099999999999,386.895,120.846,0.5220790894521675,0.8528970772354632,56.18497387202383,-0.718423387082949,0.6956060931966189,43.563448187672215,293.934,123.759,-0.2787448840854659,0.9603651855394281,56.02972786833792,0.7478400767892147,0.6638789193429034,23.558512771395428,370.245,248.961,0.058760725213366935,0.9982720957596677,99.96472947995206,-1,-1,0,314.487,249.938,-0.04576384359936629,0.9989522864576729,85.19826337432006,-1,-1,0
26,person_00,113.188,129.713,32.727999999999994,29.504999999999995,98.3483,188.797,66.52709999999999,71.464,131.588,151.134,0.6836287384688456,0.7298299445346804,42.92095745670175,-0.9972056290261236,0.07470564529279612,39.22059689754862,65.0609,155.056,-0.5379826683152682,0.842955899553698,41.786290384407174,-0.8765065591955853,0.48138991647843626,22.339479145450095,120.842,224.513,-1,-1,0,-1,-1,0,80.6864,226.464,-0.9069404864925263,0.42125877315576443,60.36669529633042,-1,-1,0
